record_id,timestamp,user_id,age,activity_type,duration_min,calories_burned,heart_rate_avg,steps,sleep_hours,weight_kg
55,2025-10-0718:43:54,U049,42.0,Swimming,119.0,390.0,145.0,18641.0,8.7,85.3
56,2025-10-0417:11:54,U035,60.0,StrengthTraining,29.0,504.0,100.0,20785.0,3.0,74.7
57,2025-08-3105:26:54,U018,37.0,Running,50.0,461.0,61.0,14982.0,5.8,105.2
58,2025-05-3018:10:54,U019,43.0,Cycling,41.0,306.0,85.0,23231.0,8.8,83.5
59,2025-07-2402:15:54,U005,42.0,Yoga,68.0,406.0,61.0,1267.0,4.1,42.7
60,2025-10-1306:18:54,U026,50.0,StrengthTraining,69.0,366.0,157.0,17523.0,9.0,83.2
61,2025-05-1804:01:54,U020,54.0,Running,42.0,225.0,138.0,18315.0,7.6,78.9
62,2025-08-0207:23:54,U035,43.0,Swimming,102.0,289.0,121.0,14515.0,3.3,64.5
63,2025-09-0906:17:54,U033,42.0,Walking,78.0,194.0,88.0,1872.0,3.2,77.6
64,2025-07-1004:22:54,U002,54.0,StrengthTraining,66.0,387.0,89.0,12521.0,6.5,58.0
65,2025-06-0702:04:54,U034,20.0,Cycling,29.0,226.0,85.0,6060.0,6.8,68.5
66,2025-06-2701:16:54,U004,69.0,Walking,22.0,369.0,106.0,14396.0,6.6,65.7
67,2025-06-0612:21:54,U048,68.0,Yoga,81.0,426.0,159.0,370.0,5.1,87.5
68,2025-06-1101:43:54,U001,63.0,Cycling,38.0,120.0,76.0,16779.0,8.5,80.4
69,2025-06-1317:45:54,U025,36.0,Running,117.0,389.0,142.0,721.0,6.5,75.1
70,2025-10-0105:02:54,U002,51.0,HIIT,13.0,192.0,62.0,15423.0,3.3,102.3
71,2025-09-2408:44:54,U039,32.0,StrengthTraining,83.0,330.0,168.0,8432.0,6.3,53.7
72,2025-06-0509:18:54,U035,60.0,Swimming,116.0,433.0,95.0,16232.0,6.8,78.1
73,2025-10-0400:17:54,U007,60.0,Swimming,73.0,224.0,128.0,22440.0,3.6,54.8
74,2025-05-3023:11:54,U045,37.0,Swimming,112.0,188.0,102.0,20883.0,4.8,82.7
75,2025-10-0205:12:54,U030,44.0,Yoga,19.0,224.0,158.0,15358.0,6.3,53.5
76,2025-05-1602:31:54,U015,50.0,Running,10.0,427.0,145.0,22113.0,4.3,68.8
77,2025-05-3115:00:54,U026,51.0,Running,97.0,169.0,144.0,10749.0,7.2,67.3
78,2025-07-1403:36:54,U008,31.0,Running,70.0,390.0,78.0,17861.0,3.9,78.6
79,2025-04-2822:25:54,U041,47.0,HIIT,23.0,443.0,108.0,11255.0,9.4,74.8
80,2025-09-0622:14:54,U049,58.0,Running,99.0,167.0,178.0,20214.0,8.8,66.5
81,2025-08-2304:41:54,U049,68.0,Cycling,91.0,370.0,121.0,16206.0,9.2,84.2
82,2025-10-0902:01:54,U030,55.0,Walking,68.0,431.0,137.0,16443.0,3.0,76.3
83,2025-09-2117:57:54,U013,38.0,HIIT,95.0,124.0,105.0,18334.0,4.3,51.3
84,2025-08-3017:09:54,U001,48.0,Walking,25.0,341.0,88.0,16892.0,8.7,61.8
85,2025-09-2200:01:54,U021,34.0,HIIT,16.0,317.0,167.0,21514.0,8.2,82.2
86,2025-09-1001:02:54,U011,19.0,Walking,33.0,125.0,143.0,21400.0,5.7,61.0
87,2025-09-0801:26:54,U035,58.0,Yoga,20.0,292.0,136.0,23482.0,4.2,70.3
88,2025-09-1113:58:54,U046,22.0,Walking,42.0,351.0,66.0,10128.0,7.9,80.0
89,2025-08-2303:00:54,U025,62.0,Cycling,21.0,345.0,62.0,15211.0,4.3,51.9
90,2025-05-3019:39:54,U042,47.0,Walking,46.0,427.0,80.0,18973.0,7.7,49.0
91,2025-09-2709:35:54,U025,49.0,Swimming,104.0,313.0,100.0,15990.0,6.5,73.3
92,2025-06-2519:37:54,U004,31.0,Yoga,11.0,272.0,119.0,18301.0,3.7,67.4
93,2025-05-1516:06:54,U017,63.0,Yoga,108.0,369.0,165.0,24789.0,5.4,73.4
94,2025-08-0722:39:54,U050,23.0,Swimming,5.0,376.0,89.0,13162.0,8.4,88.1
95,2025-07-2921:19:54,U003,66.0,Yoga,108.0,206.0,63.0,20934.0,6.6,74.2
96,2025-07-3019:56:54,U044,59.0,StrengthTraining,79.0,344.0,118.0,5935.0,8.9,69.6
97,2025-05-2123:04:54,U004,27.0,Swimming,42.0,50.0,177.0,9637.0,7.7,56.4
98,2025-08-2305:29:54,U039,25.0,Cycling,70.0,50.0,62.0,21683.0,3.3,58.2
99,2025-06-0309:47:54,U048,61.0,HIIT,112.0,369.0,99.0,5892.0,8.7,53.1
100,2025-09-2710:06:54,U004,35.0,StrengthTraining,51.0,74.0,152.0,18995.0,5.1,35.3
101,2025-06-0501:48:54,U006,17.0,Yoga,45.0,330.0,157.0,21286.0,6.8,63.2
102,2025-05-2104:20:54,U030,34.0,HIIT,87.0,362.0,93.0,10166.0,5.6,59.0
103,2025-08-1918:03:54,U035,56.0,Yoga,64.0,318.0,107.0,19054.0,8.6,77.1
104,2025-06-1314:32:54,U020,67.0,StrengthTraining,14.0,402.0,104.0,4148.0,8.6,55.0
105,2025-07-0423:13:54,U028,34.0,Yoga,76.0,319.0,106.0,5375.0,7.4,71.9
106,2025-08-2608:02:54,U029,41.0,Running,65.0,422.0,121.0,19134.0,7.5,43.2
107,2025-07-0503:08:54,U022,20.0,Yoga,22.0,313.0,139.0,7286.0,6.1,76.0
108,2025-07-2322:37:54,U033,19.0,HIIT,79.0,567.0,148.0,7565.0,6.4,64.3
109,2025-10-0213:06:54,U029,28.0,Walking,40.0,477.0,98.0,633.0,4.9,62.9
110,2025-05-2422:40:54,U003,67.0,StrengthTraining,109.0,50.0,97.0,15952.0,5.2,73.3
111,2025-10-0614:49:54,U043,51.0,Running,47.0,436.0,128.0,14000.0,4.3,73.9
112,2025-04-2414:20:54,U028,42.0,Yoga,117.0,313.0,147.0,9764.0,5.5,62.0
113,2025-09-0307:41:54,U018,31.0,Walking,19.0,417.0,113.0,15511.0,5.9,63.2
114,2025-10-0706:42:54,U002,32.0,Cycling,21.0,99.0,84.0,13967.0,7.9,72.2
115,2025-07-2217:52:54,U012,64.0,HIIT,51.0,318.0,68.0,11677.0,8.8,62.5
116,2025-06-0906:27:54,U014,50.0,Walking,118.0,271.0,155.0,24984.0,4.9,87.5
117,2025-05-0505:25:54,U024,65.0,StrengthTraining,78.0,315.0,61.0,4079.0,5.0,69.0
118,2025-08-0806:48:54,U030,48.0,HIIT,13.0,502.0,138.0,16181.0,7.1,67.1
119,2025-08-1621:34:54,U018,33.0,Walking,113.0,230.0,139.0,11995.0,7.7,79.7
120,2025-09-1315:36:54,U017,23.0,Yoga,107.0,397.0,104.0,9017.0,6.5,71.7
121,2025-06-0516:41:54,U012,25.0,Yoga,79.0,223.0,158.0,5213.0,8.6,70.8
122,2025-05-1322:47:54,U021,66.0,Cycling,70.0,416.0,157.0,17951.0,8.2,63.5
123,2025-09-1902:50:54,U041,49.0,Swimming,60.0,301.0,98.0,20424.0,5.2,88.4
124,2025-06-0904:54:54,U008,23.0,StrengthTraining,77.0,50.0,161.0,19046.0,4.8,48.0
125,2025-06-1213:44:54,U013,37.0,Cycling,109.0,240.0,85.0,13407.0,4.2,84.8
126,2025-08-1904:20:54,U047,61.0,Yoga,15.0,552.0,136.0,8650.0,6.1,77.5
127,2025-06-1100:13:54,U011,57.0,Walking,17.0,281.0,151.0,19878.0,9.5,61.8
128,2025-06-2002:50:54,U023,38.0,Walking,67.0,315.0,81.0,23000.0,9.0,47.2
129,2025-08-2511:58:54,U028,47.0,Yoga,96.0,332.0,179.0,19992.0,4.2,72.5
130,2025-07-0514:24:54,U005,26.0,HIIT,95.0,115.0,137.0,18294.0,8.1,72.0
131,2025-07-1703:59:54,U047,36.0,Cycling,74.0,233.0,60.0,11448.0,6.6,89.7
132,2025-10-1221:55:54,U038,22.0,Walking,63.0,223.0,142.0,11047.0,7.4,53.2
133,2025-08-1302:48:54,U001,68.0,Swimming,27.0,228.0,85.0,16060.0,4.1,84.9
134,2025-08-1111:40:54,U039,42.0,Walking,21.0,334.0,130.0,5912.0,8.1,69.4
135,2025-09-1001:52:54,U019,22.0,Yoga,98.0,446.0,161.0,3411.0,7.6,80.1
136,2025-07-0218:18:54,U023,34.0,StrengthTraining,67.0,252.0,87.0,19470.0,6.1,89.2
137,2025-08-2612:54:54,U038,37.0,Running,53.0,202.0,143.0,23909.0,9.5,70.1
138,2025-07-1013:13:54,U011,45.0,Walking,80.0,276.0,63.0,7633.0,9.0,50.9
139,2025-04-2503:12:54,U007,39.0,StrengthTraining,105.0,247.0,82.0,10733.0,4.0,54.4
140,2025-09-1820:22:54,U008,37.0,Yoga,81.0,312.0,141.0,15794.0,7.2,67.9
141,2025-09-2507:57:54,U016,22.0,Running,19.0,289.0,127.0,2487.0,7.2,64.8
142,2025-06-0711:44:54,U034,42.0,StrengthTraining,16.0,281.0,110.0,3402.0,7.6,78.5
143,2025-05-2810:47:54,U037,32.0,Cycling,57.0,254.0,178.0,6742.0,7.5,60.9
144,2025-06-0323:43:54,U038,40.0,Swimming,112.0,170.0,158.0,11410.0,6.1,62.9
145,2025-07-0913:43:54,U025,57.0,Running,104.0,388.0,140.0,4991.0,8.8,82.7
146,2025-04-2909:35:54,U033,23.0,Running,112.0,50.0,112.0,9929.0,3.8,57.0
147,2025-04-2903:08:54,U043,58.0,Walking,114.0,83.0,117.0,2754.0,6.9,81.2
148,2025-08-2210:50:54,U021,43.0,HIIT,46.0,186.0,78.0,8109.0,4.9,54.9
149,2025-05-2015:31:54,U024,69.0,Cycling,75.0,193.0,166.0,10084.0,7.8,66.1
150,2025-09-0105:07:54,U041,53.0,HIIT,79.0,318.0,163.0,18666.0,6.9,61.9
151,2025-10-1607:25:54,U022,16.0,Cycling,103.0,342.0,102.0,16531.0,7.0,53.4
152,2025-06-2703:28:54,U001,67.0,Walking,13.0,314.0,67.0,16791.0,5.6,80.7
153,2025-09-1814:55:54,U038,36.0,Swimming,61.0,169.0,149.0,11757.0,5.2,55.4
154,2025-06-2907:43:54,U029,23.0,StrengthTraining,82.0,281.0,79.0,22294.0,5.9,81.3
155,2025-04-2418:45:54,U037,39.0,Swimming,32.0,275.0,144.0,1354.0,9.1,73.9
156,2025-08-0607:45:54,U026,34.0,Cycling,118.0,169.0,140.0,18420.0,6.0,64.2
157,2025-08-0405:57:54,U030,33.0,StrengthTraining,16.0,209.0,111.0,13085.0,4.9,67.1
158,2025-06-0123:11:54,U013,23.0,Running,46.0,279.0,101.0,21070.0,3.2,57.6
159,2025-05-0821:33:54,U010,60.0,Swimming,115.0,308.0,116.0,15851.0,6.7,98.3
160,2025-07-2217:52:54,U012,64.0,HIIT,51.0,318.0,68.0,11677.0,8.8,62.5
161,2025-08-0919:17:54,U033,34.0,HIIT,18.0,391.0,115.0,16758.0,3.6,52.9
162,2025-08-2319:36:54,U019,48.0,Swimming,6.0,333.0,102.0,5521.0,5.3,72.3
163,2025-08-2602:17:54,U011,48.0,StrengthTraining,95.0,339.0,155.0,24819.0,8.1,82.7
164,2025-09-0211:04:54,U030,42.0,StrengthTraining,71.0,235.0,163.0,22904.0,3.0,81.9
165,2025-05-0817:22:54,U022,42.0,Running,108.0,316.0,162.0,10795.0,6.3,53.2
166,2025-10-1612:55:54,U031,63.0,Running,93.0,348.0,107.0,8636.0,4.8,95.4
167,2025-09-2822:31:54,U011,52.0,Walking,66.0,468.0,140.0,12933.0,7.9,85.8
168,2025-08-1312:20:54,U041,44.0,Cycling,77.0,264.0,153.0,13874.0,4.2,72.8
169,2025-06-1619:29:54,U030,34.0,HIIT,94.0,462.0,173.0,19741.0,3.3,78.6
170,2025-07-2014:46:54,U026,50.0,Running,18.0,237.0,80.0,23838.0,9.4,45.3
171,2025-10-1518:30:54,U014,40.0,Yoga,33.0,160.0,143.0,8970.0,4.2,79.4
172,2025-05-0704:31:54,U035,42.0,Cycling,15.0,50.0,162.0,15138.0,8.2,48.1
173,2025-08-2604:41:54,U050,62.0,StrengthTraining,22.0,114.0,163.0,14068.0,3.8,63.3
174,2025-07-2917:17:54,U008,29.0,Cycling,84.0,209.0,135.0,16733.0,3.4,81.9
175,2025-08-0605:11:54,U044,31.0,HIIT,98.0,387.0,128.0,22336.0,6.3,91.6
176,2025-09-1512:30:54,U049,58.0,StrengthTraining,53.0,236.0,82.0,9498.0,5.4,59.3
177,2025-08-2311:54:54,U031,43.0,StrengthTraining,96.0,67.0,149.0,21295.0,9.4,87.0
178,2025-07-2816:07:54,U034,23.0,Walking,18.0,325.0,76.0,19575.0,9.4,80.1
179,2025-10-0204:53:54,U006,68.0,Yoga,70.0,151.0,108.0,12397.0,7.6,96.3
180,2025-09-2611:07:54,U024,20.0,Yoga,26.0,376.0,150.0,20748.0,3.7,69.2
181,2025-06-0201:56:54,U034,17.0,HIIT,13.0,326.0,159.0,960.0,4.9,62.4
182,2025-06-0416:31:54,U011,45.0,Swimming,54.0,365.0,125.0,15014.0,7.7,48.3
183,2025-06-2701:16:54,U004,69.0,Walking,22.0,369.0,106.0,14396.0,6.6,65.7
184,2025-05-0511:55:54,U026,31.0,Cycling,90.0,187.0,136.0,22910.0,3.6,57.1
185,2025-09-2200:27:54,U049,68.0,Yoga,95.0,362.0,165.0,8877.0,6.1,47.9
186,2025-08-1601:12:54,U017,16.0,Yoga,13.0,312.0,85.0,3126.0,5.9,66.2
187,2025-07-0821:56:54,U028,39.0,Walking,105.0,269.0,111.0,22972.0,5.5,59.0
188,2025-07-2221:40:54,U022,69.0,StrengthTraining,112.0,335.0,86.0,17624.0,8.3,76.9
189,2025-08-1910:13:54,U028,34.0,Yoga,112.0,311.0,163.0,11583.0,4.7,71.7
190,2025-10-0209:01:54,U016,53.0,Yoga,100.0,381.0,127.0,10074.0,6.0,90.3
191,2025-06-1522:11:54,U015,60.0,Yoga,95.0,302.0,115.0,12602.0,4.2,67.8
192,2025-04-3007:54:54,U050,54.0,Yoga,97.0,274.0,179.0,13971.0,7.4,87.0
193,2025-07-0316:21:54,U049,64.0,StrengthTraining,61.0,377.0,149.0,13152.0,6.9,83.4
194,2025-05-1602:46:54,U015,30.0,Walking,112.0,208.0,148.0,17539.0,5.1,44.3
195,2025-08-1419:46:54,U021,66.0,Swimming,116.0,192.0,155.0,1803.0,8.8,71.2
196,2025-05-2813:00:54,U011,62.0,Yoga,84.0,435.0,130.0,18532.0,6.8,46.2
197,2025-10-1022:31:54,U045,17.0,Yoga,65.0,408.0,73.0,8355.0,4.2,89.4
198,2025-06-1204:53:54,U021,41.0,StrengthTraining,99.0,585.0,89.0,22822.0,8.0,59.3
199,2025-10-1121:37:54,U009,66.0,Yoga,74.0,230.0,72.0,16001.0,4.3,98.6
200,2025-07-1104:47:54,U027,44.0,Running,68.0,241.0,80.0,7358.0,7.4,72.1
